timestamp,metric_name,value
2025-03-06T16:06:38.320003,memory_update_time_ms,5660.255908966064
2025-03-06T16:06:38.320066,field_energy,1175.884126953102
2025-03-06T16:06:38.320580,field_entropy,-364.44511688232376
2025-03-06T16:06:38.320623,field_message_importance,2.0
