timestamp,metric_name,value
2025-03-06T15:48:37.501067,memory_update_time_ms,4513.121128082275
2025-03-06T15:48:37.501123,field_energy,1175.884126953102
2025-03-06T15:48:37.501227,field_entropy,-364.44511688232376
2025-03-06T15:48:37.501256,field_message_importance,2.0
